user_id,film_id,film_name,watch_minutes,watch_date,country,cost_of_ticket
U100,F079,Fast & Furious,51,2025-08-28,FR,10
U014,F101,Wonder Woman,38,2025-05-09,AU,8
U200,F019,The Matrix Reloaded,126,2025-05-02,FR,10
U140,F045,Thor: Ragnarok,30,2025-04-25,AU,12
U046,F005,Titanic,125,2025-04-22,CA,8
U031,F001,Avatar,125,2025-03-16,IN,10
U068,F098,Dune,16,2025-04-16,JP,20
U002,F048,Black Panther,118,2025-07-03,CA,8
U238,F048,Black Panther,7,2025-08-05,US,15
U161,F045,Thor: Ragnarok,76,2025-08-22,DE,10
U147,F080,2 Fast 2 Furious,31,2025-06-05,UK,12
U082,F068,The Hunger Games: Mockingjay - Part 2,106,2025-05-01,CA,10
U202,F068,The Hunger Games: Mockingjay - Part 2,106,2025-04-15,IN,8
U104,F005,Titanic,102,2025-06-03,AU,8
U170,F048,Black Panther,92,2025-05-29,FR,8
U244,F045,Thor: Ragnarok,16,2025-07-19,BR,8
U211,F101,Wonder Woman,4,2025-04-04,FR,12
U232,F045,Thor: Ragnarok,23,2025-08-12,AU,15
U175,F048,Black Panther,11,2025-06-11,UK,15
U139,F012,Star Wars: The Last Jedi,51,2025-03-12,MX,12
U096,F068,The Hunger Games: Mockingjay - Part 2,22,2025-07-14,BR,8
U076,F031,The Lord of the Rings: The Return of the King,135,2025-05-27,MX,10
U025,F066,The Hunger Games: Catching Fire,47,2025-07-21,MX,10
U017,F031,The Lord of the Rings: The Return of the King,116,2025-08-24,AU,10
U109,F082,Fast Five,6,2025-04-27,MX,12
U225,F079,Fast & Furious,110,2025-08-18,UK,12
U040,F101,Wonder Woman,107,2025-07-01,FR,10
U019,F011,Star Wars: The Force Awakens,39,2025-04-20,DE,10
U148,F034,The Hobbit: The Battle of the Five Armies,50,2025-05-11,IN,15
U162,F001,Avatar,95,2025-06-24,FR,15
U173,F082,Fast Five,8,2025-07-20,US,10
U159,F005,Titanic,43,2025-08-02,US,20
U019,F043,Captain America: Civil War,23,2025-07-12,UK,20
U176,F012,Star Wars: The Last Jedi,6,2025-08-08,UK,10
U238,F019,The Matrix Reloaded,28,2025-06-11,IN,10
U008,F065,The Hunger Games,4,2025-04-15,MX,12
U192,F001,Avatar,2,2025-07-23,DE,20
U037,F012,Star Wars: The Last Jedi,6,2025-08-26,FR,15
U003,F080,2 Fast 2 Furious,130,2025-07-26,CA,8
U002,F056,Frozen,39,2025-08-05,IN,10
U243,F005,Titanic,125,2025-05-23,AU,12
U232,F043,Captain America: Civil War,26,2025-04-29,IN,12
U218,F068,The Hunger Games: Mockingjay - Part 2,19,2025-04-11,CA,8
U158,F094,Deadpool 2,26,2025-04-24,UK,15
U205,F056,Frozen,28,2025-03-19,MX,12
U141,F005,Titanic,6,2025-05-19,UK,15
U051,F056,Frozen,50,2025-07-08,FR,15
U172,F034,The Hobbit: The Battle of the Five Armies,13,2025-03-31,DE,15
U231,F031,The Lord of the Rings: The Return of the King,65,2025-05-26,BR,10
U158,F012,Star Wars: The Last Jedi,45,2025-08-30,JP,12
U146,F043,Captain America: Civil War,7,2025-05-25,IN,8
U081,F034,The Hobbit: The Battle of the Five Armies,3,2025-05-01,IN,12
U093,F098,Dune,106,2025-08-26,FR,8
U119,F019,The Matrix Reloaded,38,2025-06-05,DE,12
U028,F066,The Hunger Games: Catching Fire,2,2025-08-18,JP,10
U072,F098,Dune,141,2025-07-21,AU,8
U227,F005,Titanic,3,2025-03-25,US,8
U162,F101,Wonder Woman,63,2025-08-01,JP,8
U152,F031,The Lord of the Rings: The Return of the King,135,2025-03-15,MX,15
U229,F080,2 Fast 2 Furious,17,2025-07-04,CA,15
U058,F056,Frozen,7,2025-05-19,CA,12
U131,F005,Titanic,8,2025-06-15,FR,8
U170,F034,The Hobbit: The Battle of the Five Armies,19,2025-08-10,CA,8
U036,F019,The Matrix Reloaded,6,2025-04-15,CA,8
U145,F098,Dune,83,2025-07-07,FR,8
U195,F065,The Hunger Games,3,2025-05-04,UK,15
U060,F011,Star Wars: The Force Awakens,41,2025-08-24,AU,10
U203,F043,Captain America: Civil War,92,2025-06-13,BR,10
U226,F011,Star Wars: The Force Awakens,98,2025-03-16,FR,8
U248,F068,The Hunger Games: Mockingjay - Part 2,50,2025-08-15,DE,10
U068,F056,Frozen,17,2025-07-23,JP,12
U168,F001,Avatar,64,2025-06-07,JP,12
U214,F005,Titanic,46,2025-07-16,DE,10
U233,F034,The Hobbit: The Battle of the Five Armies,30,2025-07-16,IN,8
U223,F043,Captain America: Civil War,6,2025-07-08,BR,10
U002,F068,The Hunger Games: Mockingjay - Part 2,106,2025-04-10,BR,10
U020,F068,The Hunger Games: Mockingjay - Part 2,31,2025-08-17,DE,10
U048,F066,The Hunger Games: Catching Fire,10,2025-06-06,JP,20
U031,F034,The Hobbit: The Battle of the Five Armies,24,2025-06-20,FR,12
U124,F065,The Hunger Games,32,2025-07-06,AU,12
U166,F079,Fast & Furious,98,2025-03-11,AU,10
U147,F056,Frozen,64,2025-04-16,CA,10
U011,F056,Frozen,71,2025-04-12,US,12
U237,F066,The Hunger Games: Catching Fire,2,2025-07-16,IN,12
U145,F101,Wonder Woman,28,2025-08-22,DE,15
U056,F019,The Matrix Reloaded,41,2025-08-08,BR,8
U044,F034,The Hobbit: The Battle of the Five Armies,2,2025-06-19,JP,12
U150,F066,The Hunger Games: Catching Fire,13,2025-08-12,MX,10
U186,F048,Black Panther,84,2025-06-30,JP,15
U059,F001,Avatar,9,2025-06-12,CA,12
U052,F068,The Hunger Games: Mockingjay - Part 2,40,2025-07-13,IN,12
U156,F082,Fast Five,10,2025-04-20,BR,8
U154,F011,Star Wars: The Force Awakens,2,2025-07-20,MX,12
U024,F065,The Hunger Games,16,2025-08-21,CA,8
U139,F101,Wonder Woman,107,2025-08-26,IN,10
U095,F011,Star Wars: The Force Awakens,94,2025-08-31,MX,8
U241,F065,The Hunger Games,121,2025-06-11,FR,12
U190,F056,Frozen,32,2025-03-31,IN,10
U123,F034,The Hobbit: The Battle of the Five Armies,6,2025-03-27,DE,10
U140,F079,Fast & Furious,44,2025-05-10,AU,15
U191,F101,Wonder Woman,32,2025-07-31,MX,10
U002,F001,Avatar,122,2025-08-20,AU,12
U081,F079,Fast & Furious,5,2025-06-06,UK,10
U167,F056,Frozen,32,2025-05-09,DE,8
U109,F056,Frozen,7,2025-06-07,JP,15
U175,F001,Avatar,25,2025-04-27,IN,8
U143,F065,The Hunger Games,80,2025-04-20,FR,10
U124,F094,Deadpool 2,24,2025-05-23,JP,12
U181,F001,Avatar,31,2025-04-10,UK,12
U115,F066,The Hunger Games: Catching Fire,23,2025-03-31,AU,12
U202,F048,Black Panther,36,2025-07-24,JP,10
U181,F011,Star Wars: The Force Awakens,89,2025-04-16,IN,8
U002,F005,Titanic,125,2025-04-12,BR,15
U112,F005,Titanic,125,2025-03-22,DE,12
U021,F045,Thor: Ragnarok,69,2025-03-15,IN,15
U103,F045,Thor: Ragnarok,17,2025-08-20,MX,15
U247,F045,Thor: Ragnarok,52,2025-03-20,CA,15
U113,F101,Wonder Woman,30,2025-04-26,MX,10
U009,F045,Thor: Ragnarok,13,2025-07-14,MX,10
U158,F066,The Hunger Games: Catching Fire,85,2025-08-25,US,15
U168,F101,Wonder Woman,2,2025-04-15,UK,10
U200,F001,Avatar,132,2025-06-04,IN,8
U052,F068,The Hunger Games: Mockingjay - Part 2,32,2025-03-09,UK,15
U141,F012,Star Wars: The Last Jedi,44,2025-07-27,JP,15
U247,F094,Deadpool 2,40,2025-05-02,JP,10
U117,F001,Avatar,132,2025-07-31,US,8
U105,F068,The Hunger Games: Mockingjay - Part 2,53,2025-04-02,MX,10
U076,F048,Black Panther,56,2025-04-04,MX,15
U225,F080,2 Fast 2 Furious,4,2025-07-31,DE,20
U248,F001,Avatar,48,2025-07-28,BR,10
U194,F048,Black Panther,9,2025-07-01,BR,8
U221,F101,Wonder Woman,71,2025-07-07,UK,15
U098,F034,The Hobbit: The Battle of the Five Armies,39,2025-08-26,AU,10
U106,F043,Captain America: Civil War,52,2025-07-16,MX,12
U214,F094,Deadpool 2,2,2025-05-08,DE,20
U173,F048,Black Panther,5,2025-03-25,MX,8
U122,F048,Black Panther,74,2025-06-04,AU,12
U069,F066,The Hunger Games: Catching Fire,3,2025-08-27,AU,8
U052,F034,The Hobbit: The Battle of the Five Armies,4,2025-05-06,DE,10
U052,F034,The Hobbit: The Battle of the Five Armies,2,2025-08-11,FR,15
U028,F082,Fast Five,89,2025-03-26,BR,10
U196,F080,2 Fast 2 Furious,86,2025-03-16,BR,20
U081,F065,The Hunger Games,26,2025-07-31,DE,12
U196,F068,The Hunger Games: Mockingjay - Part 2,18,2025-05-16,IN,10
U148,F098,Dune,30,2025-03-19,MX,10
U123,F080,2 Fast 2 Furious,96,2025-03-14,MX,10
U221,F066,The Hunger Games: Catching Fire,50,2025-07-01,UK,10
U118,F048,Black Panther,12,2025-08-29,US,8
U054,F001,Avatar,12,2025-08-01,UK,10
U157,F094,Deadpool 2,3,2025-04-22,MX,10
U069,F065,The Hunger Games,65,2025-08-09,FR,15
U128,F079,Fast & Furious,80,2025-04-28,IN,12
U096,F043,Captain America: Civil War,14,2025-06-16,DE,15
U147,F098,Dune,2,2025-07-31,AU,8
U185,F094,Deadpool 2,3,2025-05-05,MX,10
U098,F031,The Lord of the Rings: The Return of the King,135,2025-04-12,CA,12
U003,F066,The Hunger Games: Catching Fire,16,2025-06-21,BR,10
U229,F068,The Hunger Games: Mockingjay - Part 2,77,2025-07-20,FR,8
U077,F094,Deadpool 2,36,2025-07-27,JP,15
U026,F066,The Hunger Games: Catching Fire,22,2025-03-21,AU,15
U122,F082,Fast Five,10,2025-06-29,FR,12
U093,F080,2 Fast 2 Furious,8,2025-07-26,DE,8
U106,F082,Fast Five,42,2025-06-03,JP,15
U148,F080,2 Fast 2 Furious,96,2025-04-19,DE,12
U173,F068,The Hunger Games: Mockingjay - Part 2,54,2025-07-08,BR,15
U098,F045,Thor: Ragnarok,34,2025-05-18,BR,15
U038,F066,The Hunger Games: Catching Fire,2,2025-08-16,FR,15
U157,F056,Frozen,98,2025-06-17,UK,12
U088,F034,The Hobbit: The Battle of the Five Armies,87,2025-05-25,FR,8
U182,F094,Deadpool 2,12,2025-08-07,IN,12
U114,F043,Captain America: Civil War,92,2025-08-03,MX,12
U106,F066,The Hunger Games: Catching Fire,42,2025-04-22,US,15
U061,F094,Deadpool 2,32,2025-09-01,UK,8
U102,F082,Fast Five,61,2025-03-30,UK,8
U122,F080,2 Fast 2 Furious,108,2025-03-19,US,15
U135,F005,Titanic,66,2025-04-01,DE,15
U022,F001,Avatar,9,2025-05-24,AU,20
U073,F019,The Matrix Reloaded,26,2025-08-13,CA,15
U215,F066,The Hunger Games: Catching Fire,93,2025-03-13,US,12
U221,F048,Black Panther,15,2025-07-05,BR,12
U139,F094,Deadpool 2,17,2025-07-24,BR,15
U243,F080,2 Fast 2 Furious,36,2025-04-20,JP,12
U162,F056,Frozen,28,2025-06-25,MX,12
U137,F012,Star Wars: The Last Jedi,41,2025-06-02,BR,8
U207,F005,Titanic,125,2025-06-27,DE,10
U067,F098,Dune,19,2025-05-22,US,15
U209,F098,Dune,9,2025-06-02,DE,10
U003,F065,The Hunger Games,13,2025-07-06,DE,10
U111,F012,Star Wars: The Last Jedi,87,2025-08-05,AU,10
U141,F043,Captain America: Civil War,47,2025-04-23,IN,10
U112,F001,Avatar,22,2025-05-08,CA,10
U166,F001,Avatar,111,2025-06-10,AU,10
U109,F034,The Hobbit: The Battle of the Five Armies,107,2025-07-16,JP,20
U176,F094,Deadpool 2,70,2025-05-17,MX,12
U106,F031,The Lord of the Rings: The Return of the King,135,2025-03-23,CA,8
U029,F019,The Matrix Reloaded,18,2025-08-11,BR,8
U160,F065,The Hunger Games,85,2025-04-23,FR,12
U013,F080,2 Fast 2 Furious,40,2025-03-11,CA,10
U073,F094,Deadpool 2,69,2025-04-07,BR,15
U060,F005,Titanic,81,2025-04-13,US,12
U088,F079,Fast & Furious,83,2025-05-24,BR,15
U119,F011,Star Wars: The Force Awakens,62,2025-05-29,UK,10
U244,F098,Dune,13,2025-03-20,DE,12
U019,F080,2 Fast 2 Furious,51,2025-07-04,CA,10
U216,F094,Deadpool 2,75,2025-06-11,US,20
U197,F034,The Hobbit: The Battle of the Five Armies,109,2025-06-12,BR,12
U009,F031,The Lord of the Rings: The Return of the King,2,2025-07-01,UK,10
U054,F065,The Hunger Games,10,2025-06-13,DE,10
U041,F011,Star Wars: The Force Awakens,8,2025-07-24,MX,8
U124,F012,Star Wars: The Last Jedi,56,2025-04-25,FR,12
U222,F031,The Lord of the Rings: The Return of the King,114,2025-04-03,AU,10
U084,F101,Wonder Woman,12,2025-04-17,DE,12
U102,F034,The Hobbit: The Battle of the Five Armies,38,2025-03-08,US,10
U177,F065,The Hunger Games,111,2025-08-29,JP,12
U198,F005,Titanic,82,2025-05-08,CA,15
U176,F045,Thor: Ragnarok,35,2025-05-31,US,15
U166,F098,Dune,62,2025-09-01,MX,15
U033,F065,The Hunger Games,42,2025-05-04,FR,8
U202,F043,Captain America: Civil War,16,2025-06-26,AU,8
U097,F043,Captain America: Civil War,38,2025-04-09,DE,12
U125,F019,The Matrix Reloaded,73,2025-07-27,DE,10
U126,F031,The Lord of the Rings: The Return of the King,135,2025-07-29,CA,10
U083,F019,The Matrix Reloaded,63,2025-05-15,JP,8
U142,F066,The Hunger Games: Catching Fire,66,2025-03-23,MX,10
U076,F094,Deadpool 2,6,2025-07-22,FR,8
U199,F068,The Hunger Games: Mockingjay - Part 2,32,2025-06-11,CA,15
U159,F043,Captain America: Civil War,2,2025-08-11,AU,10
U017,F080,2 Fast 2 Furious,18,2025-06-13,AU,12
U128,F080,2 Fast 2 Furious,84,2025-04-14,JP,8
U105,F048,Black Panther,118,2025-04-03,UK,12
U018,F011,Star Wars: The Force Awakens,6,2025-04-08,CA,10
U052,F082,Fast Five,22,2025-07-08,AU,15
U147,F001,Avatar,106,2025-08-21,BR,15
U180,F056,Frozen,11,2025-05-10,US,10
U156,F005,Titanic,50,2025-03-09,AU,20
U238,F005,Titanic,82,2025-07-03,US,20
U191,F079,Fast & Furious,53,2025-06-08,US,15
U069,F068,The Hunger Games: Mockingjay - Part 2,11,2025-03-16,UK,15
U020,F031,The Lord of the Rings: The Return of the King,29,2025-07-16,UK,10
U060,F080,2 Fast 2 Furious,99,2025-06-12,AU,12
U169,F034,The Hobbit: The Battle of the Five Armies,44,2025-07-29,CA,8
U143,F079,Fast & Furious,2,2025-04-02,JP,8
U118,F079,Fast & Furious,80,2025-04-01,CA,20
U141,F001,Avatar,2,2025-07-13,FR,10
U137,F045,Thor: Ragnarok,61,2025-06-27,FR,15
U141,F048,Black Panther,13,2025-06-09,IN,15
U111,F048,Black Panther,118,2025-08-08,AU,15
U055,F001,Avatar,30,2025-07-24,DE,20
U116,F019,The Matrix Reloaded,24,2025-06-15,US,10
U073,F045,Thor: Ragnarok,7,2025-03-10,MX,8
U228,F012,Star Wars: The Last Jedi,15,2025-03-07,DE,10
U055,F048,Black Panther,118,2025-03-11,DE,8
U131,F080,2 Fast 2 Furious,130,2025-07-30,JP,8
U010,F019,The Matrix Reloaded,28,2025-06-05,CA,10
U094,F056,Frozen,29,2025-05-08,AU,15
U077,F005,Titanic,80,2025-07-30,IN,12
U056,F005,Titanic,125,2025-05-28,BR,10
U212,F056,Frozen,44,2025-03-30,JP,12
U010,F056,Frozen,24,2025-06-11,UK,10
U236,F048,Black Panther,31,2025-06-03,IN,8
U223,F082,Fast Five,52,2025-05-03,JP,15
U163,F001,Avatar,2,2025-03-19,DE,12
U082,F080,2 Fast 2 Furious,62,2025-07-28,CA,15
U179,F034,The Hobbit: The Battle of the Five Armies,23,2025-04-14,US,8
U101,F019,The Matrix Reloaded,99,2025-08-05,JP,15
U057,F079,Fast & Furious,5,2025-05-19,IN,12
U087,F005,Titanic,55,2025-07-05,JP,12
U141,F001,Avatar,43,2025-05-12,UK,12
U112,F098,Dune,72,2025-04-09,BR,15
U125,F001,Avatar,4,2025-08-19,JP,12
U158,F068,The Hunger Games: Mockingjay - Part 2,45,2025-05-08,AU,12
U199,F079,Fast & Furious,46,2025-05-27,JP,20
U172,F079,Fast & Furious,46,2025-06-22,FR,15
U083,F043,Captain America: Civil War,42,2025-08-05,US,10
U044,F043,Captain America: Civil War,51,2025-08-10,BR,15
U113,F011,Star Wars: The Force Awakens,95,2025-05-04,AU,10
U040,F005,Titanic,19,2025-04-03,US,10
U159,F098,Dune,122,2025-05-18,US,12
U206,F082,Fast Five,30,2025-05-23,BR,20
U085,F031,The Lord of the Rings: The Return of the King,5,2025-07-21,AU,20
U134,F094,Deadpool 2,2,2025-07-24,BR,10
U037,F101,Wonder Woman,21,2025-06-10,JP,12
U135,F011,Star Wars: The Force Awakens,89,2025-05-10,CA,10
U052,F045,Thor: Ragnarok,55,2025-05-14,US,20
U242,F101,Wonder Woman,83,2025-03-23,IN,20
U170,F043,Captain America: Civil War,33,2025-04-02,US,12
U227,F001,Avatar,38,2025-05-04,IN,15
U182,F082,Fast Five,7,2025-05-25,BR,15
U137,F005,Titanic,24,2025-04-22,AU,12
U118,F080,2 Fast 2 Furious,36,2025-03-11,US,8
U136,F012,Star Wars: The Last Jedi,4,2025-05-30,BR,10
U041,F101,Wonder Woman,13,2025-06-02,FR,12
U078,F034,The Hobbit: The Battle of the Five Armies,49,2025-07-12,DE,12
U161,F094,Deadpool 2,49,2025-06-13,US,10
U243,F094,Deadpool 2,75,2025-05-02,CA,20
U101,F098,Dune,141,2025-03-28,IN,8
U174,F045,Thor: Ragnarok,46,2025-08-13,AU,12
U147,F098,Dune,38,2025-06-23,DE,12
U085,F019,The Matrix Reloaded,63,2025-07-22,CA,12
U036,F056,Frozen,75,2025-07-22,AU,12
U080,F068,The Hunger Games: Mockingjay - Part 2,6,2025-04-09,IN,10
U250,F098,Dune,37,2025-08-20,JP,8
U082,F005,Titanic,114,2025-07-26,MX,12
U031,F066,The Hunger Games: Catching Fire,22,2025-05-26,CA,12
U196,F048,Black Panther,50,2025-06-19,IN,8
U191,F094,Deadpool 2,33,2025-04-13,AU,15
U048,F101,Wonder Woman,10,2025-08-09,JP,10
U146,F045,Thor: Ragnarok,20,2025-05-04,JP,12
U176,F101,Wonder Woman,21,2025-06-05,UK,15
U123,F098,Dune,2,2025-07-12,JP,8
U167,F043,Captain America: Civil War,2,2025-04-22,IN,8
U036,F066,The Hunger Games: Catching Fire,82,2025-04-24,AU,15
U196,F101,Wonder Woman,17,2025-05-14,IN,12
U172,F031,The Lord of the Rings: The Return of the King,49,2025-04-27,UK,12
U245,F019,The Matrix Reloaded,22,2025-08-10,BR,15
U222,F019,The Matrix Reloaded,126,2025-05-08,IN,15
U011,F045,Thor: Ragnarok,13,2025-06-11,FR,20
U241,F056,Frozen,27,2025-08-05,MX,12
U225,F011,Star Wars: The Force Awakens,117,2025-07-17,UK,10
U212,F011,Star Wars: The Force Awakens,107,2025-05-07,MX,10
U189,F011,Star Wars: The Force Awakens,12,2025-07-26,IN,8
U162,F011,Star Wars: The Force Awakens,94,2025-04-23,DE,12
U227,F012,Star Wars: The Last Jedi,26,2025-05-18,BR,10
U076,F045,Thor: Ragnarok,29,2025-03-19,MX,20
U119,F019,The Matrix Reloaded,9,2025-03-29,MX,12
U200,F056,Frozen,4,2025-08-31,MX,12
U106,F048,Black Panther,76,2025-06-29,US,10
U152,F031,The Lord of the Rings: The Return of the King,46,2025-06-30,UK,8
U178,F066,The Hunger Games: Catching Fire,26,2025-04-06,UK,8
U116,F043,Captain America: Civil War,60,2025-03-27,MX,10
U187,F068,The Hunger Games: Mockingjay - Part 2,76,2025-08-09,CA,8
U098,F011,Star Wars: The Force Awakens,10,2025-04-18,FR,12
U169,F098,Dune,66,2025-04-16,CA,15
U183,F011,Star Wars: The Force Awakens,8,2025-06-21,DE,15
U197,F019,The Matrix Reloaded,87,2025-05-18,CA,12
U034,F031,The Lord of the Rings: The Return of the King,72,2025-03-06,JP,10
U004,F019,The Matrix Reloaded,126,2025-07-11,BR,15
U002,F045,Thor: Ragnarok,3,2025-07-10,AU,15
U169,F065,The Hunger Games,3,2025-06-30,IN,8
U154,F045,Thor: Ragnarok,14,2025-03-07,AU,15
U072,F045,Thor: Ragnarok,13,2025-08-13,MX,10
U054,F011,Star Wars: The Force Awakens,16,2025-04-22,CA,15
U090,F011,Star Wars: The Force Awakens,117,2025-04-12,US,20
U215,F045,Thor: Ragnarok,12,2025-05-21,FR,8
U013,F082,Fast Five,14,2025-06-20,CA,15
U073,F045,Thor: Ragnarok,64,2025-08-22,JP,12
U144,F066,The Hunger Games: Catching Fire,27,2025-06-30,JP,20
U010,F005,Titanic,93,2025-05-21,FR,10
U098,F005,Titanic,4,2025-06-23,MX,15
U121,F098,Dune,47,2025-04-06,DE,8
U106,F068,The Hunger Games: Mockingjay - Part 2,2,2025-04-28,AU,10
U028,F056,Frozen,3,2025-08-14,MX,8
U124,F045,Thor: Ragnarok,90,2025-05-18,IN,20
U082,F094,Deadpool 2,5,2025-07-18,JP,15
U091,F098,Dune,53,2025-08-10,JP,15
U187,F065,The Hunger Games,32,2025-07-10,CA,20
U060,F012,Star Wars: The Last Jedi,18,2025-04-24,US,8
U120,F082,Fast Five,89,2025-04-28,JP,10
U106,F011,Star Wars: The Force Awakens,2,2025-05-30,FR,8
U164,F031,The Lord of the Rings: The Return of the King,73,2025-03-08,AU,10
U066,F005,Titanic,125,2025-05-23,DE,10
U083,F101,Wonder Woman,43,2025-04-04,FR,10
U186,F056,Frozen,98,2025-08-10,US,10
U050,F048,Black Panther,3,2025-05-31,BR,8
U205,F011,Star Wars: The Force Awakens,31,2025-08-18,CA,8
U161,F019,The Matrix Reloaded,18,2025-07-21,FR,8
U209,F079,Fast & Furious,73,2025-03-20,MX,20
U186,F048,Black Panther,118,2025-07-26,MX,15
U148,F048,Black Panther,17,2025-06-04,UK,20
U072,F101,Wonder Woman,56,2025-05-31,IN,10
U216,F066,The Hunger Games: Catching Fire,10,2025-07-30,JP,10
U153,F082,Fast Five,37,2025-05-23,FR,15
U070,F079,Fast & Furious,34,2025-03-28,BR,10
U096,F019,The Matrix Reloaded,126,2025-05-22,AU,10
U045,F082,Fast Five,41,2025-06-09,US,10
U234,F005,Titanic,26,2025-06-27,MX,8
U124,F068,The Hunger Games: Mockingjay - Part 2,6,2025-04-14,AU,10
U124,F068,The Hunger Games: Mockingjay - Part 2,8,2025-05-24,FR,10
U224,F082,Fast Five,11,2025-07-16,CA,12
U010,F019,The Matrix Reloaded,18,2025-06-13,MX,8
U080,F011,Star Wars: The Force Awakens,111,2025-08-28,JP,10
U086,F019,The Matrix Reloaded,51,2025-03-17,UK,15
U169,F012,Star Wars: The Last Jedi,32,2025-03-11,JP,8
U164,F031,The Lord of the Rings: The Return of the King,8,2025-05-27,AU,10
U071,F080,2 Fast 2 Furious,127,2025-05-26,BR,15
U070,F098,Dune,90,2025-04-15,DE,8
U246,F045,Thor: Ragnarok,3,2025-07-27,MX,8
U139,F043,Captain America: Civil War,56,2025-07-24,FR,10
U242,F012,Star Wars: The Last Jedi,34,2025-07-30,AU,10
U080,F045,Thor: Ragnarok,3,2025-05-31,MX,12
U034,F101,Wonder Woman,32,2025-07-04,US,15
U014,F005,Titanic,41,2025-06-23,IN,8
U153,F056,Frozen,8,2025-08-14,BR,12
U080,F048,Black Panther,118,2025-04-25,MX,12
U237,F019,The Matrix Reloaded,119,2025-07-29,CA,8
U206,F019,The Matrix Reloaded,69,2025-03-30,BR,12
U165,F019,The Matrix Reloaded,39,2025-07-04,AU,10
U037,F045,Thor: Ragnarok,23,2025-05-11,FR,10
U180,F048,Black Panther,62,2025-05-28,BR,8
U017,F065,The Hunger Games,47,2025-04-03,FR,10
U217,F066,The Hunger Games: Catching Fire,2,2025-05-17,FR,10
U033,F068,The Hunger Games: Mockingjay - Part 2,38,2025-04-01,IN,15
U204,F082,Fast Five,73,2025-05-28,MX,8
U203,F012,Star Wars: The Last Jedi,26,2025-07-20,BR,10
U106,F034,The Hobbit: The Battle of the Five Armies,2,2025-08-11,AU,10
U250,F065,The Hunger Games,93,2025-06-12,UK,15
U209,F056,Frozen,11,2025-06-24,IN,12
U088,F080,2 Fast 2 Furious,19,2025-08-30,AU,12
U172,F005,Titanic,11,2025-07-30,BR,15
U153,F019,The Matrix Reloaded,25,2025-05-28,MX,15
U114,F066,The Hunger Games: Catching Fire,65,2025-05-23,IN,10
U028,F045,Thor: Ragnarok,32,2025-06-11,FR,12
U170,F011,Star Wars: The Force Awakens,13,2025-03-29,AU,15
U228,F056,Frozen,98,2025-08-15,US,20
U170,F098,Dune,141,2025-06-29,MX,15
U158,F056,Frozen,98,2025-06-28,AU,10
U225,F048,Black Panther,16,2025-05-21,JP,8
U174,F012,Star Wars: The Last Jedi,26,2025-06-25,FR,10
U150,F101,Wonder Woman,107,2025-08-09,MX,15
U033,F012,Star Wars: The Last Jedi,64,2025-03-21,FR,10
U248,F011,Star Wars: The Force Awakens,2,2025-03-06,MX,10
U092,F082,Fast Five,3,2025-05-17,US,15
U180,F056,Frozen,30,2025-06-14,FR,10
U104,F001,Avatar,132,2025-06-25,MX,15
U045,F065,The Hunger Games,46,2025-04-10,AU,10
U216,F043,Captain America: Civil War,31,2025-06-20,CA,10
U224,F098,Dune,7,2025-04-09,US,10
U005,F098,Dune,75,2025-07-08,IN,15
U035,F005,Titanic,107,2025-04-10,IN,8
U229,F045,Thor: Ragnarok,21,2025-06-22,JP,8
U131,F079,Fast & Furious,83,2025-07-25,BR,20
U058,F066,The Hunger Games: Catching Fire,93,2025-06-22,JP,8
U128,F034,The Hobbit: The Battle of the Five Armies,12,2025-07-12,DE,12
U140,F056,Frozen,36,2025-06-07,US,12
U146,F065,The Hunger Games,20,2025-06-08,UK,10
U247,F005,Titanic,98,2025-04-11,MX,12
U193,F094,Deadpool 2,32,2025-07-03,MX,10
U228,F045,Thor: Ragnarok,45,2025-03-28,AU,12
U190,F005,Titanic,99,2025-08-28,MX,10
U080,F045,Thor: Ragnarok,22,2025-03-19,FR,12
U003,F065,The Hunger Games,121,2025-06-30,MX,8
U147,F048,Black Panther,44,2025-06-21,FR,12
U205,F012,Star Wars: The Last Jedi,7,2025-05-19,CA,8
U237,F045,Thor: Ragnarok,53,2025-05-22,JP,10
U162,F065,The Hunger Games,95,2025-08-01,CA,10
U169,F012,Star Wars: The Last Jedi,16,2025-08-12,US,8
U022,F098,Dune,137,2025-07-13,UK,15
U072,F094,Deadpool 2,75,2025-04-08,JP,10
U220,F094,Deadpool 2,12,2025-03-09,UK,20
U233,F056,Frozen,98,2025-04-13,BR,20
U045,F094,Deadpool 2,5,2025-09-01,AU,12
U205,F068,The Hunger Games: Mockingjay - Part 2,11,2025-03-14,FR,8
U248,F098,Dune,14,2025-08-05,CA,10
U193,F079,Fast & Furious,112,2025-06-12,AU,15
U186,F066,The Hunger Games: Catching Fire,49,2025-04-28,JP,10
U089,F011,Star Wars: The Force Awakens,9,2025-08-17,DE,8
U030,F011,Star Wars: The Force Awakens,33,2025-04-17,BR,12
U078,F065,The Hunger Games,57,2025-07-20,AU,15
U181,F001,Avatar,5,2025-07-05,DE,15
U223,F079,Fast & Furious,112,2025-03-09,DE,8
U115,F001,Avatar,107,2025-08-26,FR,12
U175,F011,Star Wars: The Force Awakens,41,2025-03-30,MX,10
U245,F079,Fast & Furious,112,2025-08-09,DE,10
U069,F082,Fast Five,24,2025-05-10,JP,15
U198,F034,The Hobbit: The Battle of the Five Armies,109,2025-08-25,JP,10
U134,F048,Black Panther,65,2025-08-26,CA,10
